Time Stamp;Name;Message
1:46;Ryo;:_raeHype::_raeHype::_raeHype:
1:46;ASTAR;:_raeLurk:
1:46;plutovicky;afternoon :_raeSalute::_raeSalute::_raeSalute::_raeSalute:
1:46;Eddie Leon;:_raeGift::_raeGift::_raeGift::_raeGift::_raeGift:
1:46;ZippoMan;:_raeSmart::_raeSmart::_raeSmart:
1:46;Jj82op;Jammies Jammies
1:48;Mama Monsterr;:_raeSquish::_raeSquish::_raeSquish::_raeSquish::_raeSquish:
1:48;Guilhe L S;:_raeWave::_raeWave:
1:48;JLore;:_raeHoodie:
1:48;Leow1n;:hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving:
1:49;Jose Alfaro;hi mommy rae D:
1:49;jam 15;YIPPEEE
1:50;lol_fluffy;Hiii :_raeWant::_raeWant:
1:52;Jein;cuteeee
1:52;sj;Prepare ur ears peeps
1:54;Derukira;!truffle
1:54;bean_14;:_raeHype::_raeHype::_raeHype::_raeHype::_raeHype::_raeHype::_raeHype::_raeHype::_raeHype::_raeHype::_raeHype:
1:56;onthono;i am a member once again but at a LOWER PRICE
1:56;Mrbadass0;HI
1:56;romi;:_raeFlex::_raeFlex:
1:56;comficool;POGGERS
1:57;MK;hihihi
1:57;Besian Gashi;pig
1:57;That_One _Time;:_raeGift::_raeGift::_raeGift::_raeGift::_raeGift::_raeGift::_raeGift::_raeGift::_raeGift::_raeGift:
1:57;a. renee;hi everyone
1:57;HarrisM456;pog
1:57;Taylor_ghxst;:_raeMika::_raeMika:
1:58;skeem;POG
1:58;celisaa;Yay!!!!!
1:59;Finnlle;helloo
1:59;Aileen Soler;:_raeMika::_raeMika::_raeMika::_raeMika:
1:59;Guilhe L S;:_raeWoo::_raeWoo::_raeWoo:
1:59;Rehanul Kabir;Pog
2:00;Taylor D;:_raeLove::_raeLove::_raeLove:
2:01;romi;:_raeHype::_raeHype::_raeHype::_raeHype:
2:01;markel;Jammies
2:01;tiana;hihi
2:01;ohibree;:_rae100T::_rae100T::_rae100T::_rae100T::_rae100T:
2:02;Cova;GIFTEDSSSSSSSs
2:02;Savvy;hi
2:02;NomzNomz;POGgERs
2:04;john watson;pog
